name,city,brand,operator,longitude,latitude
Cineworld,,Cineworld,,-4.1366188,50.3708506
The Electric Palace,,,,0.5919118,50.8576833
La Charrelle,,,,-4.1037115,51.5832825
Vue,,Vue,,-4.1326858,55.8732817
The Phoenix,Falmouth,Merlin Cinemas,,-5.0743366,50.1540495
Odeon,,Odeon,,-2.1643767,53.6029854
Hollywood Plaza,Scarborough,,,-0.4054493,54.2901382
Vue,Salford,Vue,,-2.2927809,53.4704545
Vue,,Vue,,-0.22218,51.5077206
CineBowl,,,,-1.8574999,52.8997334
Arc Cinema,Nottingham,,,-1.2146107,52.9258619
Cromarty Cinema,Cromarty,,Cromarty and Resolis Film Society,-4.036379,57.68367
Woolton Cinema,Liverpool,,,-2.867732,53.3755405
Rebel Cinema,Bude,,,-4.5415813,50.762917
Zeffirellis,Ambleside,,,-2.9640252,54.4319299
Baker Street Cinema,,,,-3.0207488,51.8234484
The Palace,,,,-2.4980644,51.8234381
The Regent,Redcar,,,-1.0702519,54.6205843
Omniplex,,,Omniplex Cinema Group,-7.301007,54.5966482
Dundee Contemporary Arts,Dundee,,Charity no. SC26631,-2.9749015,56.4573095
Tain Picture House,Tain,,,-4.0557182,57.8121408
Totnes Cinema,,,,-3.6887057,50.4319231
Orion Cinema,Burgess Hill,,,-0.1301234,50.9563334
Odeon,Huddersfield,Odeon,,-1.7660886,53.655331
Flight of the Sky Lion,,,,-0.6474887,51.4632489
Odeon Kingston,Kingston upon Thames,Odeon,,-0.2992998,51.4119331
Regal,Wadebridge,,,-4.8361756,50.5152411
The Forum,Hexham,,,-2.1007686,54.9720591
Odeon,London,Odeon,,-0.1437574,51.5389741
Cineworld Hemel Hempstead,Hemel Hempstead,Cineworld,,-0.4544933,51.7480077
The Empire Cinema,Consett,,,-1.8316671,54.8516626
Market Hall Cinema,Brynmawr,,,-3.174158,51.7982117
IMC,,Irish Multiplex Cinemas,,-5.7099742,54.5908359
Arc Cinema,Great Yarmouth,,Arc Cinemas,1.7370683,52.6093383
Newry Omniplex,Newry,,Omniplex Cinema Group,-6.33953,54.1684362
Cineworld,Warrington,Cineworld,,-2.5909619,53.3885554
Warwick Arts Centre Cinema,,,,-1.5618245,52.3796421
Saffron Screen,,,,0.2307431,52.0169281
Library & Sidcup Storyteller Cinema,Sidcup,,,0.101121,51.4260784
The Regal Cinema,Fordingbridge,,,-1.7941036,50.9266796
Vue,Basingstoke,Vue,,-1.0840649,51.2653107
The Light,Sheffield,,,-1.4733386,53.3772763
Helston Cinema,,,,-5.2731082,50.1012882
Theatr Botanica,,,,-4.1486149,51.8434478
Plaza,,,,-3.0234261,53.4771499
Iveagh Movie Studios,,,,-6.2712324,54.3503473
Embassy Cinema,,Merlin Cinemas,Merlin Cinemas,-4.1219109,51.2084052
Watermans Arts Centre,,,,-0.2979129,51.4858042
Odeon,Liverpool,Odeon,,-2.986976,53.4045271
Cineworld,,Cineworld,,-1.4776787,53.5526049
Scott Cinemas Bridgwater,Bridgwater,Scott Cinemas,,-3.0069695,51.1297896
Odeon,Maidstone,Odeon,,0.5180704,51.2693532
Curzon Cinema Riverside,Canterbury,Curzon,Curzon,1.0869165,51.2849961
Odeon,,Odeon,,-3.9395133,51.6216581
The Light,Bradford,,,-1.7508914,53.7937668
"Everyman Cinema, Reigate",Reigate,Everyman Cinemas,,-0.20428,51.2368392
The Regent Cinema,Ballywatticock,,,-5.6536714,54.5774394
Vue,Romford,Vue,,0.1790185,51.5747423
Savoy,Doncaster,,,-1.1319318,53.5197504
Scott Cinemas Barnstaple,,Scott Cinemas,Scott Cinemas,-4.058664,51.0794224
Cross Hands Public Hall & Cinema,Cross Hands,,,-4.0902423,51.7976013
Festival Drayton Centre,,,,-2.4859999,52.9037513
Westway Cinema,Frome,,,-2.3220793,51.2315758
,,,,-1.1622912,52.2588446
The Phoenix,Ton Pentre,,,-3.4884214,51.6474939
Cinema & Co,,,,-3.9424276,51.6210586
Odeon,,Odeon,,-4.1577312,51.6827136
Everyman,Northallerton,Everyman Cinemas,,-1.4312549,54.3391485
Everyman,Lincoln,Everyman Cinemas,,-0.5391849,53.2271408
McRobert,,,,-3.919436,56.14566
REEL Cinema Blackburn,Blackburn,REEL Cinemas,Reel Cinemas,-2.4868808,53.748322
Movie Starr,Canvey Island,,,0.5970879,51.5126802
Grand Cinema,,,,-1.6588817,54.8887417
The Light Cinema Sittingbourne,Sittingbourne,The Light,,0.7342153,51.3414104
The Nickel Cinema,London,,,-0.1117273,51.5217117
Cineworld,London,Cineworld,,0.0043479,51.5030327
Forum Cinema,Bridlington,,,-0.1867913,54.0833411
Reading Film Theatre,,,,-0.9445099,51.4413054
Junction (Theatre/Cinema),,,,-0.8718566,53.7044684
Institute Of Light,,,,-0.0584724,51.5397081
The Living Room Cinema,Liphook,,,-0.8022497,51.076762
Selsey Pavilion,Selsey,,,-0.7916999,50.7327489
Odeon Luxe,,Odeon,,-2.1150895,52.8046074
Reel Time Movie Theater,Mildenhall,,,0.4706179,52.3728206
Flix,Loughborough,,,-1.2211401,52.7676357
Empire,,,,0.631407,51.945747
Odeon,Swadlincote,Odeon,,-1.5563988,52.7718525
Market Pavilion,Blyth,,,-1.5103563,55.1270476
RAF Lakenheath Pineview Theater,RAF Lakenheath,,,0.5455368,52.3922319
East Coast Cinema,Lowestoft,,,1.7476022,52.4712751
Odeon,West Bromwich,Odeon,,-1.9922682,52.5197527
RAF Valley Jetflicks cinema,,,,-4.5227975,53.2622303
Sherborne Cinema,,,,-2.2378498,51.8698384
Movie Starr,,,,0.5971817,51.5128632
Ritz Digital Cinema,,,,-0.3704693,50.8136848
Vue,Basildon,Vue,,0.4605558,51.5706596
,Hastings,,,0.5920217,50.8576082
Omniplex,Downpatrick,,Omniplex Cinema Group,-5.7139896,54.32355
Reel,Fareham,,,-1.1784328,50.8519189
Fellinis Cinema,Ambleside,,,-2.9636089,54.4304062
Zefferelli's By The Park,Ambleside,,,-2.9655931,54.4308219
Vue Westfield Stratford City,London,Vue,Vue,-0.0065433,51.5436072
Kino-Teatr,St Leonards-on-sea,,,0.5596519,50.8522785
Vue,Carmarthen,Vue,,-4.3093461,51.8594348
,,,,-4.4170237,52.8891672
,,,,-3.9191601,50.3896982
The Light Stockport,Stockport,,,-2.1613151,53.4122716
Piccadilly Cinema,Leicester,,,-1.1058104,52.6399492
Odeon,,Odeon,,-4.1754852,55.7599656
Savoy Gainsborough,Gainsborough,Savoy,,-0.7753732,53.3989735
Vue Poole,Poole,Vue,,-1.9522934,50.7459389
Vue,Manchester,Vue,,-2.2403691,53.4852634
Ilkley Cinema,Ilkley,,,-1.8200029,53.9266008
Vue,,Vue,,-1.9447625,52.3057103
"Plaza Cinema, Workington",Workington,,,-3.5535425,54.6570868
Peacehaven Cinema,,,,0.001406,50.7957738
Curzon Goldsmiths,,Curzon,,-0.0361232,51.4741947
Cineworld,Solihull,Cineworld,,-1.7791962,52.4118222
Vue Finchley Road,,Vue,,-0.1815748,51.5481248
,,,,-3.7576021,51.7785422
Regent Street Cinema,London,,,-0.1428506,51.5168155
Imperial Cinema,,,,-0.1780006,51.500423
The Ritz,Belper,,,-1.4798412,53.0232354
Vue Carlisle,Carlisle,Vue,,-2.930596,54.8905844
City Screen Picturehouse,York,Picturehouse Cinemas,Picture House Cinemas,-1.0848893,53.9591303
Vue,Leeds,Vue,,-1.5455218,53.8000887
the Light,,,,-3.0455153,53.4404287
The Station Cinema,Richmond,,,-1.729784,54.4031045
Omniplex,Antrim,,Omniplex Cinema Group,-6.229789,54.7319277
Cineworld,London,Cineworld,,-0.0224965,51.5078481
Omniplex,Clydebank,Omniplex Cinemas,,-4.4015207,55.9043494
Odeon,Hastings,Odeon,,0.5811206,50.8562079
The Dukes,Lancaster,,,-2.796866,54.0491049
Richard Booth's Bookshop Cinema,,,,-3.1249219,52.0749952
Odeon,,Odeon,,-2.3650814,51.3806015
The Rex,Berkhamsted,,,-0.5604095,51.7586331
Cineworld,,Cineworld,,-2.7405123,53.4512698
Odeon,Coventry,Odeon,,-1.5181824,52.4077852
BEAM,,,,-0.0797257,51.7962462
Barbican Cinemas 2 & 3,London,,Barbican,-0.0928567,51.5210215
Vue,Watford,Vue,,-0.3950316,51.6924943
Vue Merthyr Tydfil,,Vue,,-3.377241,51.7381115
Lonsdale City Cinemas,,,,-3.2624167,54.9885063
Century Cinema,Clacton-on-Sea,,,1.1484626,51.7920302
Vue,Bicester,Vue,,-1.1533469,51.898654
Cineworld,Rugby,Cineworld,,-1.256808,52.3855162
Tower Cinema,Skegness,,,0.3428669,53.1423002
Midlands Arts Centre,,,mac,-1.9039667,52.452701
Regent Cinema,,Scott Cinemas,Scott Cinemas,-2.9365692,50.7249701
Odeon Manchester Trafford Centre,Manchester,Odeon,,-2.3480039,53.4659352
Showcase Bluewater,,Showcase Cinemas,Showcase Cinemas,0.2700074,51.4368546
Picturehouse at FACT,Liverpool,Picturehouse Cinemas,,-2.9776515,53.4022357
Electric Picture Palace,,,Independent,1.6754046,52.3277045
Odeon,,Odeon,,-2.2059185,51.317647
Vue,Gateshead,Vue,,-1.6014166,54.9627547
Fleapit Cinema Club (at Westerham Hall),,,,0.073676,51.2687173
Vue,Camberley,Vue,,-0.7490581,51.337076
Cineworld,,Cineworld,,0.0914078,51.7691567
Arts Centre Cinema,,,,-4.0625042,52.4158791
Kino Cinema,Glenrothes,,,-3.1728825,56.1954047
Cineworld Wembley,London,Cineworld,Cineworld plc,-0.2839283,51.5563016
Curzon Victoria,London,Curzon,,-0.1365788,51.4975349
No.6 Cinema,,,,-1.1064393,50.8000036
Royston Picture Palace,Royston,,,-0.020194,52.0484694
Tudor Cinema,,,,-5.7371175,54.5298825
Vue Blackburn,Blackburn,Vue,,-2.4790757,53.7450203
Regal,,,,-2.5942709,52.3124217
Light Cinema,,,,0.1436992,52.6518209
Everyman Cinema,Bath,,,-2.3584359,51.3780675
Scott Cinema,East Grinstead,,,-0.0088787,51.1264754
Premier Leisure Cinema,,,Premier Leisure,-4.79384,55.6310928
Lumiere Cinema Romford,Romford,,Romford Film Trust,0.1852042,51.5794872
Vue,,Vue,,-0.1343413,51.508942
Forest Cinemas,London,,,-0.020193,51.5849488
Mockingbird Cinema & Kitchen,Birmingham,,,-1.8841791,52.4754152
Odeon,,Odeon,,-3.1054815,55.9352281
Vue,Scunthorpe,Vue,Vue,-0.6445919,53.590851
Chalmers Filmhouse,Arbroath,,,-2.5973758,56.5519898
Vue Farnborough,,Vue,,-0.7543081,51.2920113
Cineworld,Glasgow,Cineworld,,-4.3429927,55.8230983
HOME Cinema,,,,-2.2462406,53.4736834
Powell Theatre,,,,-0.5345039,51.5481104
Pressburger Theatre,,,,-0.534489,51.5480001
Theatre 3 / Icon Theatre,,,,-0.5343279,51.5480047
Electric Cinema,London,,,-0.0739235,51.5244086
Odeon,,Odeon,,-0.7542612,51.4157235
Cineworld,,Cineworld,,-1.3735148,52.5389851
Cinemac,Macclesfield,,,-2.1276011,53.258041
Picturehouse Central,London,Picturehouse Cinemas,,-0.1337164,51.5107107
Cinema at Campus West Welwyn Garden City,,,,-0.2088311,51.8055957
Showcase Cinema de Lux,Derby,Showcase Cinemas,,-1.4732423,52.9196264
Deptford Cinema,London,,,-0.0245073,51.4745186
Odeon,Bletchley,Odeon,,-0.7342358,52.0109156
Parkway Cinema,Beverley,,,-0.4215754,53.8403499
Close-Up Film Centre,London,,Close-Up Film Centre Limited,-0.0719999,51.5236118
Lume Cinema,,,,-2.2487266,52.3819202
Vue,Bury,Vue,,-2.2916168,53.594238
The Film Place,,,,-0.9914044,51.9956251
Everyman Cinema,Harrogate,Everyman Cinemas,,-1.5380273,53.9916365
Curzon Richmond,Richmond,Curzon,,-0.3070003,51.4592448
Student Cinema,,,,-1.5634216,52.3817943
Newlyn Filmhouse,Penzance,,,-5.5519016,50.107121
Gaiety Cinema,Whitehaven,,,-3.5878202,54.5500891
Curzon Wimbledon,London,Curzon,,-0.2052534,51.4203554
Regent Cinema,Blackpool,,,-3.0460586,53.8179665
Cineworld,,Cineworld,,-1.3770822,54.8140472
Curzon Aldgate,London,Curzon,,-0.0689221,51.5138199
Vue,Accrington,Vue,,-2.3692413,53.754744
Everyman Cinema,Birmingham,Everyman Cinemas,,-1.9056457,52.4755488
Vue Birmingham,Birmingham,Vue,Vue,-1.8566705,52.5055789
Odeon,,Odeon,,-1.8794356,50.7187559
,,,,0.3518059,53.1798691
Malvern Theatres,,,,-2.3271806,52.1102334
Everyman On The Corner,London,,,-0.1269986,51.5377019
King Street Cinema,Ipswich,,,1.1523613,52.0573495
ODEON Oldham,Oldham,Odeon,,-2.1113248,53.5417274
Jam Jar Cinema,Whitley Bay,,,-1.4464478,55.0427145
@BillericayCine,Billericay,,,0.415926,51.6228266
Headcorn Cinema,,,,0.6194932,51.1668274
Wookey Hole 4D Cinema,,,,-2.6715213,51.227794
Vue Cinema,London,Vue,,-0.1732082,51.6038551
Curzon,Canterbury,Curzon,,1.077324,51.2816203
Cineworld,Gloucester,Cineworld,,-2.2530361,51.8606499
Vue Hull,Hull,Vue,,-0.33946,53.742102
Commodore Cinema,Ryde,,,-1.1624632,50.7276676
Cineworld,Telford,Cineworld,,-2.4484983,52.6736995
Curzon Oxford,Oxford,Curzon,Curzon,-1.2618351,51.7495703
Everyman,London,Everyman Cinemas,,-0.0846045,51.5196469
Cubby Broccoli Cinema,Bradford,,,-1.7557084,53.7905358
Showcase Cinema de Lux,Southampton,Showcase Cinemas,National Entertainments (UK),-1.40717,50.9019638
Everyman Cinema,Leeds,Everyman Cinemas,,-1.5440217,53.7967648
Everyman King's Cross,London,Everyman Cinemas,,-0.1240562,51.5375291
Empire,Ipswich,,,1.1535689,52.0567001
4D cinema,,,,-1.5522538,50.9490276
Reel Cinema,Wakefield,,,-1.4960074,53.6816652
The Light,Bolton,,,-2.4298031,53.5810559
Malton Palace CInema,Malton,,,-0.7983845,54.134848
Cineworld,Weston-Super-Mare,Cineworld,,-2.9784639,51.3456476
The Light,Addlestone,,,-0.4897469,51.3707171
Odeon,Leeds,Odeon,,-1.4257544,53.8002589
Vue Cinemas - Bedford,Bedford,Vue,,-0.4701612,52.13478
Easton Community Cinema,,,,-2.5652741,51.4623314
,,,,-0.7672486,60.4228845
,,,New Quay Memorial Hall,-4.3613667,52.2122715
Cineworld,,Cineworld,,-0.7507235,51.4171477
Everyman,London,Everyman Cinemas,,-0.0791334,51.4190933
,,,,-4.4446182,57.3240005
Omniplex,Banbridge,,Omniplex Cinema Group,-6.2781922,54.3323144
Omniplex,Belfast,,Omniplex Cinema Group,-5.9787334,54.5812093
Everyman,London,Everyman Cinemas,,-0.1565601,51.5205013
The Cinema in the Arches,London,,,-0.1469763,51.4825125
Everyman,Chelmsford,Everyman Cinemas,,0.4758475,51.7339654
The Courtyard Cinema,,,,-2.7186615,52.0611921
Odeon,Bristol,Odeon,,-2.5860582,51.4589416
Dukes at the Komedia Picturehouse,Brighton,Picturehouse Cinemas,,-0.1393821,50.824968
West Norwood Picturehouse,,Picturehouse Cinemas,,-0.1029573,51.4330712
Odeon,Orpington,Odeon,,0.1013825,51.3765645
Odeon,,Odeon,,-2.4387436,50.710053
Everyman Altrincham,Altrincham,Everyman Cinemas,,-2.3514279,53.386548
Everyman,Horsham,Everyman Cinemas,,-0.3264937,51.0624566
The Abbey,,,,-1.2802178,51.6700979
Scotsman Picturehouse,,,,-3.1886289,55.9510636
Everyman,Newcastle upon Tyne,Everyman Cinemas,,-1.6127359,54.9726055
Everyman Manchester St. John's,Manchester,Everyman Cinemas,,-2.2529037,53.4783719
Cineworld,Newport,Cineworld,,-1.2893721,50.6991432
REEL Cinemas,Chorley,REEL Cinemas,,-2.628561,53.6539814
Cineworld,York,Cineworld,,-1.0521496,53.9832809
Studio Cinema,,,,-2.6175731,51.7925239
Everyman,London,Everyman Cinemas,,-0.1657783,51.5508149
Everyman,London,Everyman Cinemas,,-0.0178293,51.5061329
Odeon Luxe,Durham,Odeon,,-1.5784041,54.7776191
Everyman Cinema,Cardiff,Everyman Cinemas,,-3.1646235,51.4633796
Everyman Cinema,,Everyman Cinemas,,-2.3938571,53.8683508
The Great Hall,,,,-1.1383174,51.5693191
Everyman Cinema,,Everyman Cinemas,,-0.8367618,51.4092955
The Fellowship Cinema,London,,,-0.0199365,51.4329339
Cineworld,Liverpool,Cineworld,,-2.8805384,53.3493028
Cineworld,Rushden,Cineworld,,-0.629321,52.3006131
Ciné Lumière,London,,,-0.1771484,51.4945283
Riverside Theatre,Woodbridge,,,1.3182132,52.0907046
The Fraser Centre,,,,-2.9532248,55.9445666
The Flower Bowl,,,,-2.7464299,53.8622351
London Dock - Residents Cinema,London,,,-0.066645,51.5083106
Capitol Cinemas,Skelmersdale,,,-2.7742901,53.5501602
Vue Halifax,,Vue,,-1.8606355,53.7249049
Snowcat Cinema,Penarth,,,-3.1673158,51.4352326
Electric Cinema,,,,-0.2259926,51.5104293
Heart of Hawick Cinema,Hawick,,,-2.7881825,55.4211694
Regal Cinema,,,,-0.8858677,52.765253
Odeon Luxe & Dine,London,Odeon,,-0.1036228,51.5386355
Highland Cinema,Fort William,,,-5.1106404,56.8176499
Pictureville Cinema,Bradford,,,-1.7553171,53.7907746
IMAX,Bradford,,,-1.7562437,53.7906981
Sky Cinema,,,,-0.3280474,51.4884965
Everyman,Esher,Everyman Cinemas,Everyman,-0.3639612,51.3707417
Sanford Cinema,,,,-3.6648995,50.8100973
Reading Biscuit Factory,Reading,,,-0.9774048,51.4550957
Curzon Hoxton,London,Curzon,,-0.083797,51.5288806
Act One Cinema,London,,,-0.2684113,51.5065997
Laser Quest & VR Centre Bromley,Bromley,,,0.00135,51.4185688
Regent Centre,,,,-1.7769703,50.734142
Odeon Luxe West End,London,Odeon,,-0.1302154,51.5099104
Tivoli,,,,-2.0762551,51.8986115
Outdoor Cinema Hereford,Hereford,,,-2.7300051,52.0738383
Finsbury Park Picturehouse,London,Picturehouse Cinemas,,-0.1074654,51.565068
Cineworld,Watford,Cineworld,,-0.3965063,51.6560567
Silver Screen Cinema Dover,,,,1.3135952,51.1246961
Vue,London,Vue,,0.0568051,51.4506065
Rooftop Film Club,,,,-0.0810416,51.5223614
Rooftop Film Club,,,,-0.0011234,51.5416661
Cineworld,Newport,Cineworld,,-2.9430443,51.5739244
Everyman,Liverpool,Everyman Cinemas,,-2.98644,53.4071844
Everyman,London,Everyman Cinemas,,-0.0922029,51.5056351
Cinemarsh,,,,0.9474447,50.9875974
Everyman,Egham,Everyman Cinemas,,-0.5480215,51.4309276
Ealing Project,,,Really Local Group,-0.3044871,51.512233
Everyman,,Everyman Cinemas,,-3.1882228,55.9550854
Backyard Cinema,,,,-0.1922538,51.459185
Studio 74,,,,-3.5310645,50.7253137
ICA Cinema,,,,-0.1311127,51.5061096
Cineworld,,Cineworld,,0.073899,51.5574848
New Picture House,St Andrews,,,-2.7977093,56.3417113
Reel Cinema Rochdale,Rochdale,,,-2.1558455,53.6178417
Leigh Film Factory,Leigh,,,-2.4939691,53.4931609
Wellington Orbit,Telford,,,-2.5185734,52.701273
Royal Cinema,,Merlin Cinemas,,-5.4818971,50.2110805
LAS,Portree,,,-6.2011626,57.4020266
REEL Cinema,Hull,REEL Cinemas,,-0.3474325,53.7450491
,Abergavenny,,,-2.9445042,51.7710307
The Light,Redhill,,The Light Cinemas Limited 2023,-0.1679671,51.2394619
The Arc Cinema,,,,-1.1622924,52.2588508
Curzon Camden,London,Curzon,,-0.1434672,51.5422302
The Harbour Screen,,,,1.1875889,51.0783404
Abbeygate Cinema,Bury St Edmunds,,,0.7145794,52.2442264
Vue,Glasgow,Vue,,-4.2516395,55.8566876
Ealing Picturehouse,,Picturehouse Cinemas,,-0.3068819,51.5119899
Odeon,,Odeon,,-5.9258795,54.59844
Maxime Cinema Blackwood,Blackwood,,,-3.1948488,51.6653558
The Playhouse,,,,-6.6541559,55.2073559
The Ronson Theatre,London,,,-0.1777493,51.49721
Reel Cinema,Borehamwood,,,-0.2747628,51.6549265
The Woodville,Gravesend,,,0.3681929,51.4397541
The Chiswick Cinema,,,,-0.251007,51.4930902
Cineworld,London,Cineworld,,-0.3626798,51.4695854
,,,,-0.9561542,50.785437
REEL Cinema,Farnham,REEL Cinemas,,-0.7948056,51.2154964
The Arc Cinema,,,,-3.0524611,53.8163115
Montrose Playhouse,,,,-2.4662287,56.7165532
Everyman,Bury St Edmunds,Everyman Cinemas,,0.7092206,52.2455151
The Malt Cinema,Lymington,,,-1.5426993,50.7597347
Omniplex Cinema,Wigan,,,-2.6579663,53.5460304
Everyman,London,Everyman Cinemas,,-0.0105386,51.5424397
Chester Picturehouse,,Picturehouse Cinemas,,-2.8935258,53.1922652
Spey Valley Cinema & Auditoium,,,MacDonald Hotels,-3.832638,57.1881331
Everyman Glasgow,Glasgow,Everyman Cinemas,,-4.2534324,55.8593447
Curzon,Sheffield,Curzon,,-1.4672816,53.3822834
The ARC Cinema,,,,-1.3599775,53.4307952
ArtHouse Crouch End,London,,,-0.1200548,51.5818917
Crouch End Picturehouse,,Picturehouse Cinemas,,-0.1208243,51.5816373
York Student Cinema,York,,,-1.0544287,53.9461998
Blaenafon Workmen's Hall Cinema,Blaenavon,,,-3.0862012,51.7730222
Everyman Cinema,Walton-on-Thames,Everyman Cinemas,Everyman,-0.4167083,51.3838543
The ARC Cinema,,,,-2.6993912,53.7609122
Discovery Theatre,,VisitScotland,,-5.0557154,55.838424
The Royal Cinema,Faversham,,,0.8916081,51.3157435
Epsom Picturehouse,,Picturehouse Cinemas,,-0.2658198,51.3342725
The Light,,,,-1.7783161,53.6453452
Watershed,Bristol,,,-2.598143,51.4517753
Savoy Corby,Corby,,,-0.7042574,52.4883604
Plymouth Arts Cinema,Plymouth,,,-4.1375589,50.3730439
Everyman,Plymouth,Everyman Cinemas,,-4.1647971,50.3616421
Hawick Film and Video Club,,,,-2.7853521,55.4255816
Roxy Movies,,,,-1.2387838,54.5754187
Avenue Cinema,,,,-5.931797,54.6008932
Movie House Cinemas,,,,-5.9570387,54.6689092
Everyman,Cambridge,Everyman Cinemas,,0.1209702,52.2041592
Light Cinema Sittingbourne,Sittingbourne,,,0.7340377,51.3413232
Flix,Manchester,,,-2.2465274,53.4839433
Film House,,Art'otel,Art'otel,-0.0832021,51.5262974
Vue,Colchester,Vue,,0.9009286,51.9233333
Everyman,,,,-0.307835,51.4827893
